Label Filename,Bus Present,Location Label,Rear Light Label,Weather Condition
ArtHall_001940.txt,False,10,0,Normal
ArtHall_001960.txt,False,410,0,Normal
ArtHall_001965.txt,False,410,0,Normal
ArtHall_001970.txt,False,10,0,Normal
ArtHall_001985.txt,True,210,40,Normal
ArtHall_001995.txt,True,4210,40,Normal
ArtHall_002005.txt,True,210,40,Normal
ArtHall_002025.txt,True,210,0,Normal
ArtHall_002045.txt,True,210,40,Normal
ArtHall_002065.txt,True,210,420,Normal
ArtHall_002085.txt,True,210,40,Normal
ArtHall_002100.txt,False,210,40,Normal
ArtHall_002115.txt,False,210,40,Normal
ArtHall_002130.txt,False,210,40,Normal
ArtHall_002150.txt,False,210,40,Normal
ArtHall_002170.txt,False,3210,40,Normal
ArtHall_002190.txt,False,3210,40,Normal
ArtHall_002210.txt,False,3210,40,Normal
ArtHall_002225.txt,False,3210,40,Normal
ArtHall_002285.txt,False,310,40,Normal
ArtHall_003140.txt,True,210,40,Normal
ArtHall_003195.txt,True,3210,10,Normal
ArtHall_003215.txt,True,3210,10,Normal
ArtHall_003225.txt,True,3210,10,Normal
ArtHall_003235.txt,True,321,0,Normal
ArtHall_003250.txt,True,321,0,Normal
ArtHall_003260.txt,True,321,10,Normal
ArtHall_003275.txt,False,321,20,Normal
ArtHall_003280.txt,False,10,0,Normal
ArtHall_003305.txt,False,210,0,Normal
ArtHall_003325.txt,False,210,0,Normal
ArtHall_003345.txt,False,210,0,Normal
ArtHall_003405.txt,False,210,0,Normal
ArtHall_003465.txt,False,210,20,Normal
ArtHall_003480.txt,False,210,20,Normal
ArtHall_003485.txt,True,210,20,Normal
ArtHall_003505.txt,True,210,0,Normal
ArtHall_003525.txt,True,210,20,Normal
ArtHall_003535.txt,True,210,20,Normal
ArtHall_003540.txt,True,210,20,Normal
ArtHall_003545.txt,True,210,0,Normal
ArtHall_003565.txt,False,210,0,Normal
ArtHall_003585.txt,False,10,20,Normal
ArtHall_003625.txt,False,210,20,Normal
ArtHall_003665.txt,False,210,20,Normal
ArtHall_003685.txt,False,210,420,Normal
ArtHall_003705.txt,False,210,420,Normal
ArtHall_003725.txt,False,210,20,Normal
ArtHall_003745.txt,False,210,420,Normal
ArtHall_003765.txt,False,210,420,Normal
ArtHall_003785.txt,False,210,420,Normal
ArtHall_003805.txt,False,210,40,Normal
ArtHall_003825.txt,False,210,40,Normal
ArtHall_003845.txt,False,210,0,Normal
ArtHall_003865.txt,False,21,0,Normal
ArtHall_003870.txt,False,21,0,Normal
ArtHall_003880.txt,False,21,0,Normal
ArtHall_003890.txt,False,10,0,Normal
ArtHall_003895.txt,False,10,0,Normal
ArtHall_003900.txt,False,10,0,Normal
ArtHall_003910.txt,False,10,0,Normal
ArtHall_003920.txt,False,1,0,Normal
ArtHall_003965.txt,False,2,0,Normal
ArtHall_003970.txt,False,210,0,Normal
ArtHall_003985.txt,False,210,0,Normal
ArtHall_004030.txt,True,210,0,Normal
ArtHall_004045.txt,True,210,40,Normal
ArtHall_004055.txt,True,21,40,Normal
ArtHall_004060.txt,True,321,40,Normal
ArtHall_004065.txt,True,321,40,Normal
ArtHall_004070.txt,True,31,40,Normal
ArtHall_004075.txt,True,310,40,Normal
ArtHall_004090.txt,False,10,40,Normal
ArtHall_004105.txt,False,10,40,Normal
ArtHall_004145.txt,True,210,40,Normal
ArtHall_004165.txt,False,210,40,Normal
ArtHall_004205.txt,False,3210,10,Normal
ArtHall_004220.txt,False,43210,10,Normal
ArtHall_004225.txt,False,43210,0,Normal
ArtHall_004230.txt,False,43210,10,Normal
ArtHall_004245.txt,False,3210,0,Normal
ArtHall_004255.txt,False,210,0,Normal
ArtHall_004260.txt,False,210,0,Normal
ArtHall_004280.txt,False,210,0,Normal
ArtHall_004295.txt,False,210,40,Normal
ArtHall_004310.txt,False,3210,40,Normal
ArtHall_004330.txt,False,3210,0,Normal
ArtHall_004350.txt,False,3210,0,Normal
ArtHall_004370.txt,False,210,0,Normal
ArtHall_004405.txt,False,10,40,Normal
ArtHall_004440.txt,False,31,40,Normal
ArtHall_004500.txt,False,210,0,Normal
ArtHall_004540.txt,True,321,0,Normal
ArtHall_004580.txt,True,21,0,Normal
ArtHall_004620.txt,False,21,0,Normal
ArtHall_004670.txt,False,32,0,Normal
ArtHall_004685.txt,True,32,0,Normal
ArtHall_004715.txt,True,32,0,Normal
ArtHall_004745.txt,True,32,0,Normal
ArtHall_004760.txt,True,32,40,Normal
ArtHall_004775.txt,True,32,40,Normal
ArtHall_004790.txt,False,320,40,Normal
ArtHall_004810.txt,False,30,40,Normal
ArtHall_004945.txt,False,30,40,Normal
ArtHall_005035.txt,False,430,0,Normal
ArtHall_005050.txt,False,43,0,Normal
ArtHall_005070.txt,True,410,0,Normal
ArtHall_005090.txt,True,210,0,Normal
ArtHall_005110.txt,True,10,0,Normal
ArtHall_005130.txt,True,410,0,Normal
ArtHall_005170.txt,True,4210,0,Normal
ArtHall_005190.txt,True,210,40,Normal
ArtHall_005210.txt,False,3210,40,Normal
ArtHall_005230.txt,False,43210,0,Normal
ArtHall_005250.txt,False,410,0,Normal
ArtHall_005270.txt,False,10,0,Normal
ArtHall_005290.txt,False,20,0,Normal
ArtHall_005305.txt,False,210,20,Normal
ArtHall_005320.txt,False,210,20,Normal
ArtHall_005330.txt,False,210,40,Normal
ArtHall_005335.txt,False,3210,60,Normal
ArtHall_005340.txt,False,3210,60,Normal
ArtHall_005360.txt,False,210,40,Normal
ArtHall_005380.txt,False,210,0,Normal
ArtHall_005400.txt,False,210,0,Normal
ArtHall_005420.txt,False,210,0,Normal
ArtHall_005440.txt,False,210,40,Normal
ArtHall_005460.txt,False,310,0,Normal
ArtHall_005480.txt,False,10,0,Normal
ArtHall_005500.txt,False,10,0,Normal
ArtHall_005515.txt,False,10,40,Normal
ArtHall_005530.txt,False,210,40,Normal
ArtHall_005550.txt,False,210,40,Normal
ArtHall_005570.txt,False,210,40,Normal
ArtHall_005590.txt,False,10,40,Normal
ArtHall_005610.txt,False,210,40,Normal
ArtHall_005630.txt,False,210,40,Normal
ArtHall_005650.txt,False,210,40,Normal
ArtHall_005670.txt,True,210,40,Normal
ArtHall_005690.txt,True,210,40,Normal
Banseok01_Snow_00046174.txt,True,2,0,Snow
Banseok01_Snow_00046179.txt,True,2,0,Snow
Banseok01_Snow_00046184.txt,True,2,0,Snow
Banseok01_Snow_00046189.txt,True,2,0,Snow
Banseok01_Snow_00046194.txt,True,2,0,Snow
Banseok01_Snow_00046199.txt,True,2,0,Snow
Banseok01_Snow_00046204.txt,True,2,0,Snow
Banseok01_Snow_00046209.txt,True,2,0,Snow
Banseok01_Snow_00046214.txt,True,2,0,Snow
Banseok01_Snow_00046219.txt,True,2,0,Snow
Banseok01_Snow_00046224.txt,True,2,0,Snow
Banseok01_Snow_00046229.txt,True,2,0,Snow
Banseok01_Snow_00046234.txt,True,2,0,Snow
Banseok01_Snow_00046239.txt,True,2,0,Snow
Banseok01_Snow_00046244.txt,True,2,0,Snow
Banseok01_Snow_00046249.txt,True,2,0,Snow
Banseok01_Snow_00046254.txt,True,2,0,Snow
Banseok01_Snow_00046259.txt,True,2,0,Snow
Banseok01_Snow_00046264.txt,True,2,0,Snow
Banseok01_Snow_00046269.txt,True,2,0,Snow
Banseok01_Snow_00046274.txt,True,2,0,Snow
Banseok01_Snow_00046279.txt,True,2,0,Snow
Banseok01_Snow_00046284.txt,True,2,0,Snow
Banseok01_Snow_00046289.txt,True,2,0,Snow
Banseok01_Snow_00046294.txt,True,2,0,Snow
Banseok01_Snow_00046299.txt,True,2,0,Snow
Banseok01_Snow_00046304.txt,True,2,0,Snow
Banseok01_Snow_00046309.txt,True,32,0,Snow
Banseok01_Snow_00046314.txt,True,32,0,Snow
Banseok01_Snow_00046319.txt,True,32,0,Snow
Banseok01_Snow_00046324.txt,False,32,0,Snow
Banseok01_Snow_00046329.txt,True,32,0,Snow
Banseok01_Snow_00046334.txt,True,32,0,Snow
Banseok01_Snow_00046339.txt,True,32,0,Snow
Banseok01_Snow_00046344.txt,False,2,0,Snow
Banseok01_Snow_00046349.txt,False,2,0,Snow
Banseok01_Snow_00046354.txt,False,2,0,Snow
Banseok01_Snow_00046359.txt,False,2,0,Snow
Banseok01_Snow_00046364.txt,False,32,0,Snow
Banseok01_Snow_00046369.txt,False,32,0,Snow
Banseok01_Snow_00046374.txt,False,32,0,Snow
Banseok01_Snow_00046379.txt,False,32,0,Snow
Banseok01_Snow_00046384.txt,False,32,0,Snow
Banseok01_Snow_00046389.txt,False,32,0,Snow
Banseok01_Snow_00046394.txt,False,32,0,Snow
Banseok01_Snow_00046399.txt,False,32,0,Snow
Banseok01_Snow_00046404.txt,False,32,0,Snow
Banseok01_Snow_00046409.txt,False,32,0,Snow
Banseok01_Snow_00046414.txt,False,32,0,Snow
Banseok01_Snow_00046419.txt,False,32,0,Snow
Banseok01_Snow_00046424.txt,False,32,0,Snow
Banseok01_Snow_00046429.txt,False,321,0,Snow
Banseok01_Snow_00046434.txt,False,321,0,Snow
Banseok01_Snow_00046439.txt,False,32,0,Snow
Banseok01_Snow_00046444.txt,False,321,0,Snow
Banseok01_Snow_00046449.txt,False,321,0,Snow
Banseok01_Snow_00046454.txt,False,321,0,Snow
Banseok01_Snow_00046459.txt,False,321,0,Snow
Banseok01_Snow_00046464.txt,False,321,0,Snow
Banseok01_Snow_00046469.txt,False,321,0,Snow
Banseok01_Snow_00046474.txt,False,321,0,Snow
Banseok01_Snow_00046479.txt,False,321,0,Snow
Banseok01_Snow_00046484.txt,False,321,0,Snow
Banseok01_Snow_00046489.txt,False,321,0,Snow
Banseok01_Snow_00046494.txt,False,321,10,Snow
Banseok01_Snow_00046499.txt,False,321,0,Snow
Banseok01_Snow_00046504.txt,False,321,40,Snow
Banseok01_Snow_00046509.txt,False,321,40,Snow
Banseok01_Snow_00046514.txt,False,321,0,Snow
Banseok01_Snow_00046519.txt,False,321,0,Snow
Banseok01_Snow_00046524.txt,False,321,0,Snow
Banseok01_Snow_00046529.txt,False,321,0,Snow
Banseok01_Snow_00046534.txt,False,321,10,Snow
Banseok01_Snow_00046539.txt,False,321,0,Snow
Banseok01_Snow_00046544.txt,False,321,10,Snow
Banseok01_Snow_00046549.txt,False,321,0,Snow
Banseok01_Snow_00046554.txt,False,321,0,Snow
Banseok01_Snow_00046559.txt,False,321,10,Snow
Banseok01_Snow_00046564.txt,False,321,0,Snow
Banseok01_Snow_00046569.txt,False,321,0,Snow
Banseok01_Snow_00046574.txt,False,321,10,Snow
Banseok01_Snow_00046579.txt,False,321,0,Snow
Banseok01_Snow_00046584.txt,False,321,10,Snow
Banseok01_Snow_00046589.txt,False,21,0,Snow
Banseok01_Snow_00046594.txt,False,321,0,Snow
Banseok01_Snow_00046599.txt,False,321,50,Snow
Banseok01_Snow_00046604.txt,False,321,50,Snow
Banseok01_Snow_00046609.txt,False,321,0,Snow
Banseok01_Snow_00046614.txt,False,321,0,Snow
Banseok01_Snow_00046619.txt,False,321,0,Snow
Banseok01_Snow_00046624.txt,False,321,0,Snow
Banseok01_Snow_00046629.txt,False,321,0,Snow
Banseok01_Snow_00046634.txt,False,321,0,Snow
Banseok01_Snow_00046639.txt,False,321,0,Snow
Banseok01_Snow_00046644.txt,False,321,0,Snow
Banseok01_Snow_00046649.txt,False,321,0,Snow
Banseok01_Snow_00046654.txt,False,321,0,Snow
Banseok01_Snow_00046659.txt,False,321,0,Snow
Banseok01_Snow_00046664.txt,False,321,10,Snow
Banseok01_Snow_00046669.txt,False,321,40,Snow
Banseok01_Snow_00046674.txt,False,321,40,Snow
Banseok01_Snow_00046679.txt,False,321,40,Snow
Banseok01_Snow_00046684.txt,False,321,50,Snow
Banseok01_Snow_00046689.txt,False,321,40,Snow
Banseok01_Snow_00046694.txt,False,321,40,Snow
Banseok01_Snow_00046699.txt,False,321,50,Snow
Banseok01_Snow_00046704.txt,False,321,40,Snow
Banseok01_Snow_00046709.txt,False,321,40,Snow
Banseok01_Snow_00046714.txt,False,21,40,Snow
Banseok01_Snow_00046719.txt,False,21,40,Snow
Banseok01_Snow_00046724.txt,False,21,40,Snow
Banseok01_Snow_00046729.txt,False,21,40,Snow
Banseok01_Snow_00046734.txt,False,21,40,Snow
Banseok01_Snow_00046739.txt,False,21,40,Snow
Banseok01_Snow_00046744.txt,False,21,40,Snow
Banseok01_Snow_00046749.txt,False,21,50,Snow
Banseok01_Snow_00046754.txt,False,21,50,Snow
Banseok01_Snow_00046759.txt,False,21,40,Snow
Banseok01_Snow_00046764.txt,False,21,0,Snow
Banseok01_Snow_00046769.txt,False,2,0,Snow
Banseok01_Snow_00046794.txt,False,2,0,Snow
Banseok01_Snow_00046799.txt,False,2,0,Snow
Banseok01_Snow_00046804.txt,False,42,0,Snow
Banseok01_Snow_00046809.txt,True,42,0,Snow
Banseok01_Snow_00046814.txt,True,42,0,Snow
Banseok01_Snow_00046819.txt,True,42,0,Snow
Banseok01_Snow_00046824.txt,True,42,0,Snow
Banseok01_Snow_00046829.txt,True,42,0,Snow
Banseok01_Snow_00046834.txt,True,42,0,Snow
Banseok01_Snow_00046839.txt,True,42,0,Snow
Banseok01_Snow_00046844.txt,True,42,0,Snow
Banseok01_Snow_00046849.txt,True,42,0,Snow
Banseok01_Snow_00046854.txt,True,42,0,Snow
Banseok01_Snow_00046859.txt,True,43,0,Snow
Banseok01_Snow_00046864.txt,False,4,0,Snow
Banseok01_Snow_00046869.txt,False,4,0,Snow
Banseok01_Snow_00046874.txt,False,4,0,Snow
Banseok01_Snow_00046879.txt,False,4,0,Snow
Banseok01_Snow_00046884.txt,False,4,0,Snow
Banseok01_Snow_00046899.txt,False,4,0,Snow
Banseok01_Snow_00046904.txt,False,4,0,Snow
Banseok01_Snow_00046909.txt,False,4,0,Snow
Banseok01_Snow_00046914.txt,False,4,0,Snow
Banseok01_Snow_00046919.txt,False,4,0,Snow
Banseok01_Snow_00046924.txt,False,4,0,Snow
Banseok01_Snow_00046929.txt,False,4,0,Snow
Banseok01_Snow_00047014.txt,False,3,0,Snow
Banseok01_Snow_00047019.txt,False,3,0,Snow
Banseok01_Snow_00047024.txt,False,3,0,Snow
Banseok01_Snow_00047029.txt,False,3,0,Snow
Banseok01_Snow_00047034.txt,False,3,0,Snow
Banseok01_Snow_00047039.txt,False,3,0,Snow
Banseok01_Snow_00047044.txt,False,3,0,Snow
Banseok01_Snow_00047049.txt,False,3,0,Snow
Banseok01_Snow_00047054.txt,False,31,0,Snow
Banseok01_Snow_00047059.txt,False,31,0,Snow
Banseok01_Snow_00047064.txt,False,31,0,Snow
Banseok01_Snow_00047069.txt,False,31,0,Snow
Banseok01_Snow_00047074.txt,False,1,0,Snow
Banseok01_Snow_00047079.txt,False,1,0,Snow
Banseok01_Snow_00047084.txt,False,1,0,Snow
Banseok01_Snow_00047089.txt,False,1,10,Snow
Banseok01_Snow_00047094.txt,False,1,10,Snow
Banseok01_Snow_00047099.txt,False,1,0,Snow
Banseok01_Snow_00047104.txt,False,1,0,Snow
Banseok01_Snow_00047109.txt,False,1,0,Snow
Banseok01_Snow_00047114.txt,False,1,0,Snow
Banseok01_Snow_00047119.txt,False,1,0,Snow
Banseok01_Snow_00047124.txt,False,1,0,Snow
Banseok01_Snow_00047129.txt,False,1,0,Snow
Banseok01_Snow_00047134.txt,False,1,40,Snow
Banseok01_Snow_00047139.txt,False,1,40,Snow
Banseok01_Snow_00047144.txt,False,1,40,Snow
Banseok01_Snow_00047149.txt,False,1,40,Snow
Banseok01_Snow_00047154.txt,False,1,40,Snow
Banseok01_Snow_00047159.txt,False,1,40,Snow
Banseok01_Snow_00047164.txt,False,1,4,Snow
Banseok01_Snow_00047169.txt,False,1,4,Snow
Banseok01_Snow_00047174.txt,False,1,4,Snow
Banseok01_Snow_00047179.txt,False,1,4,Snow
Banseok01_Snow_00047184.txt,False,1,4,Snow
Banseok01_Snow_00047189.txt,False,1,4,Snow
Banseok01_Snow_00047194.txt,False,1,4,Snow
Banseok01_Snow_00047199.txt,False,1,4,Snow
Banseok01_Snow_00047204.txt,False,1,4,Snow
Banseok01_Snow_00047209.txt,False,1,4,Snow
Banseok01_Snow_00047214.txt,False,1,4,Snow
Banseok01_Snow_00047219.txt,False,1,4,Snow
Banseok01_Snow_00047224.txt,False,1,4,Snow
Banseok01_Snow_00047229.txt,False,1,4,Snow
Banseok01_Snow_00047234.txt,False,1,4,Snow
Banseok01_Snow_00047239.txt,False,1,4,Snow
Banseok01_Snow_00047244.txt,False,1,4,Snow
Banseok01_Snow_00047249.txt,False,1,4,Snow
Banseok01_Snow_00047254.txt,False,1,4,Snow
Banseok01_Snow_00047259.txt,False,1,4,Snow
Banseok01_Snow_00047264.txt,False,1,4,Snow
Banseok01_Snow_00047269.txt,False,1,4,Snow
Banseok01_Snow_00047274.txt,False,1,4,Snow
Banseok01_Snow_00047279.txt,False,1,4,Snow
Banseok01_Snow_00047284.txt,False,1,4,Snow
Banseok01_Snow_00047289.txt,False,1,4,Snow
Banseok01_Snow_00047294.txt,False,1,4,Snow
Banseok01_Snow_00047299.txt,False,1,4,Snow
Banseok01_Snow_00047304.txt,False,1,4,Snow
Banseok01_Snow_00047309.txt,False,1,4,Snow
Banseok01_Snow_00047314.txt,False,1,4,Snow
Banseok01_Snow_00047319.txt,False,1,4,Snow
Banseok01_Snow_00047324.txt,False,1,4,Snow
Banseok01_Snow_00047329.txt,False,1,4,Snow
Banseok01_Snow_00047334.txt,False,1,4,Snow
Banseok01_Snow_00047339.txt,False,1,4,Snow
Banseok01_Snow_00047344.txt,False,1,4,Snow
Banseok01_Snow_00047349.txt,False,1,4,Snow
Banseok01_Snow_00047354.txt,False,1,4,Snow
Banseok01_Snow_00047359.txt,False,1,4,Snow
Banseok01_Snow_00047364.txt,False,1,4,Snow
Banseok01_Snow_00047369.txt,False,1,4,Snow
Banseok01_Snow_00047374.txt,False,1,4,Snow
Banseok01_Snow_00047379.txt,False,1,4,Snow
Banseok01_Snow_00047509.txt,False,210,40,Snow
Banseok01_Snow_00047514.txt,False,210,40,Snow
Banseok01_Snow_00047519.txt,False,210,40,Snow
Banseok01_Snow_00047524.txt,False,210,40,Snow
Banseok01_Snow_00047529.txt,False,210,40,Snow
Banseok01_Snow_00047534.txt,False,210,40,Snow
Banseok01_Snow_00047539.txt,False,210,420,Snow
Banseok01_Snow_00047544.txt,True,210,420,Snow
Banseok01_Snow_00047549.txt,True,3210,420,Snow
Banseok01_Snow_00047554.txt,True,3210,40,Snow
Banseok01_Snow_00047559.txt,True,3210,420,Snow
Banseok01_Snow_00047564.txt,True,3210,420,Snow
Banseok01_Snow_00047569.txt,True,3210,40,Snow
Banseok01_Snow_00047574.txt,True,3210,40,Snow
Banseok01_Snow_00047579.txt,True,3210,40,Snow
Banseok01_Snow_00047584.txt,False,210,40,Snow
Banseok01_Snow_00047589.txt,True,3210,420,Snow
Banseok01_Snow_00047594.txt,True,3210,420,Snow
Banseok01_Snow_00047599.txt,True,3210,40,Snow
Banseok01_Snow_00047604.txt,False,210,40,Snow
Banseok01_Snow_00047609.txt,False,210,40,Snow
Banseok01_Snow_00047614.txt,False,210,40,Snow
Banseok01_Snow_00047619.txt,False,210,40,Snow
Banseok01_Snow_00047624.txt,False,210,40,Snow
Banseok01_Snow_00047629.txt,False,210,40,Snow
Banseok01_Snow_00047634.txt,False,210,40,Snow
Banseok01_Snow_00047639.txt,False,210,40,Snow
Banseok01_Snow_00047644.txt,False,210,40,Snow
Banseok01_Snow_00047649.txt,False,210,40,Snow
Banseok01_Snow_00047654.txt,False,210,40,Snow
Banseok01_Snow_00047659.txt,False,210,40,Snow
Banseok01_Snow_00047664.txt,False,210,40,Snow
Banseok01_Snow_00047669.txt,False,210,40,Snow
Banseok01_Snow_00047674.txt,False,210,40,Snow
Banseok01_Snow_00047679.txt,False,210,40,Snow
Banseok01_Snow_00047684.txt,False,210,40,Snow
Banseok01_Snow_00047689.txt,False,210,40,Snow
Banseok01_Snow_00047694.txt,False,210,40,Snow
Banseok01_Snow_00047699.txt,False,210,40,Snow
Banseok01_Snow_00047704.txt,False,210,40,Snow
Banseok01_Snow_00047709.txt,False,210,40,Snow
Banseok01_Snow_00047714.txt,False,210,40,Snow
Banseok01_Snow_00047719.txt,False,210,40,Snow
Banseok01_Snow_00047724.txt,False,210,40,Snow
Banseok01_Snow_00047729.txt,False,210,40,Snow
Banseok01_Snow_00047734.txt,False,210,40,Snow
Banseok01_Snow_00047739.txt,False,210,40,Snow
Banseok01_Snow_00047744.txt,False,210,40,Snow
Banseok01_Snow_00047749.txt,False,210,40,Snow
Banseok01_Snow_00047754.txt,False,3210,40,Snow
Banseok01_Snow_00047759.txt,False,3210,40,Snow
Banseok01_Snow_00047764.txt,False,310,40,Snow
Banseok01_Snow_00047769.txt,False,310,40,Snow
Banseok01_Snow_00047774.txt,False,310,40,Snow
Banseok01_Snow_00047779.txt,False,3210,40,Snow
Banseok01_Snow_00047784.txt,False,3210,40,Snow
Banseok01_Snow_00047789.txt,False,210,40,Snow
Banseok01_Snow_00047794.txt,False,210,40,Snow
Banseok01_Snow_00047799.txt,False,210,40,Snow
Banseok01_Snow_00047804.txt,False,210,40,Snow
Banseok01_Snow_00047809.txt,False,10,4,Snow
Banseok01_Snow_00047814.txt,False,10,4,Snow
Banseok01_Snow_00047819.txt,False,10,4,Snow
Banseok01_Snow_00047824.txt,False,10,4,Snow
Banseok01_Snow_00047829.txt,False,10,4,Snow
Banseok01_Snow_00047834.txt,False,10,4,Snow
Banseok01_Snow_00047839.txt,False,10,4,Snow
Banseok01_Snow_00047844.txt,False,10,4,Snow
Banseok01_Snow_00047849.txt,False,10,4,Snow
Banseok01_Snow_00047854.txt,False,10,4,Snow
Banseok01_Snow_00047859.txt,False,10,4,Snow
Banseok01_Snow_00047864.txt,False,10,4,Snow
Banseok01_Snow_00047869.txt,False,10,4,Snow
Banseok01_Snow_00047874.txt,False,10,4,Snow
Banseok01_Snow_00047879.txt,False,310,40,Snow
Banseok01_Snow_00047884.txt,False,310,40,Snow
Banseok01_Snow_00047889.txt,False,310,40,Snow
Banseok01_Snow_00047894.txt,False,10,4,Snow
Banseok01_Snow_00047899.txt,False,10,4,Snow
Banseok01_Snow_00047904.txt,False,10,4,Snow
Banseok01_Snow_00047909.txt,False,310,40,Snow
Banseok01_Snow_00047914.txt,False,310,40,Snow
Banseok01_Snow_00047919.txt,False,210,40,Snow
Banseok01_Snow_00047924.txt,False,210,40,Snow
Banseok01_Snow_00047929.txt,False,210,40,Snow
Banseok01_Snow_00047934.txt,False,210,40,Snow
Banseok01_Snow_00047939.txt,False,210,40,Snow
Banseok01_Snow_00047944.txt,False,10,4,Snow
Banseok01_Snow_00047949.txt,False,10,4,Snow
Banseok01_Snow_00047954.txt,False,10,4,Snow
Banseok01_Snow_00047959.txt,False,10,4,Snow
Banseok01_Snow_00047964.txt,False,10,4,Snow
Banseok01_Snow_00047969.txt,False,10,4,Snow
Banseok01_Snow_00047974.txt,False,10,4,Snow
Banseok01_Snow_00047979.txt,False,10,4,Snow
Banseok01_Snow_00047984.txt,False,10,4,Snow
Banseok01_Snow_00047989.txt,False,10,4,Snow
Banseok01_Snow_00047994.txt,False,10,4,Snow
Banseok01_Snow_00047999.txt,False,10,4,Snow
Banseok01_Snow_00048004.txt,False,10,4,Snow
Banseok01_Snow_00048009.txt,False,10,4,Snow
Banseok01_Snow_00048014.txt,False,10,4,Snow
Banseok01_Snow_00048019.txt,False,10,4,Snow
Banseok01_Snow_00048024.txt,False,10,4,Snow
Banseok01_Snow_00048029.txt,False,10,4,Snow
Banseok01_Snow_00048034.txt,False,10,4,Snow
Banseok01_Snow_00048039.txt,False,10,4,Snow
Banseok01_Snow_00048044.txt,False,10,4,Snow
Banseok01_Snow_00048049.txt,False,10,4,Snow
Banseok01_Snow_00048054.txt,False,10,4,Snow
Banseok01_Snow_00048059.txt,False,10,4,Snow
Banseok01_Snow_00048064.txt,False,10,4,Snow
