Split,File
train,Banseok01_Snow_00047144
train,Banseok01_Snow_00047149
train,Banseok01_Snow_00047154
train,Banseok01_Snow_00047159
train,Banseok01_Snow_00047164
train,Banseok01_Snow_00047174
train,Banseok01_Snow_00047179
train,Banseok01_Snow_00047184
train,Banseok01_Snow_00047189
train,Banseok01_Snow_00047194
train,Banseok01_Snow_00047199
train,Banseok01_Snow_00047209
train,Banseok01_Snow_00047219
train,Banseok01_Snow_00047224
train,Banseok01_Snow_00047229
train,Banseok01_Snow_00047234
train,Banseok01_Snow_00047239
train,Banseok01_Snow_00047244
train,Banseok01_Snow_00047249
train,Banseok01_Snow_00047254
train,Banseok01_Snow_00047259
train,Banseok01_Snow_00047264
train,Banseok01_Snow_00047269
train,Banseok01_Snow_00047274
train,Banseok01_Snow_00047279
train,Banseok01_Snow_00047284
train,Banseok01_Snow_00047289
train,Banseok01_Snow_00047304
train,Banseok01_Snow_00047324
train,Banseok01_Snow_00047329
train,Banseok01_Snow_00047334
train,Banseok01_Snow_00047339
train,Banseok01_Snow_00047344
train,Banseok01_Snow_00047349
train,Banseok01_Snow_00047354
train,Banseok01_Snow_00047359
train,Banseok01_Snow_00047364
train,Banseok01_Snow_00047369
train,Banseok01_Snow_00047379
train,Banseok01_Snow_00047509
train,Banseok01_Snow_00047514
train,Banseok01_Snow_00047519
train,Banseok01_Snow_00047524
train,Banseok01_Snow_00047529
train,Banseok01_Snow_00047534
train,Banseok01_Snow_00047539
train,Banseok01_Snow_00047544
train,Banseok01_Snow_00047549
train,Banseok01_Snow_00047554
train,Banseok01_Snow_00047559
train,Banseok01_Snow_00047564
train,Banseok01_Snow_00047569
train,Banseok01_Snow_00047584
train,Banseok01_Snow_00047604
train,Banseok01_Snow_00047609
train,Banseok01_Snow_00047614
train,Banseok01_Snow_00047619
train,Banseok01_Snow_00047629
train,Banseok01_Snow_00047634
train,Banseok01_Snow_00047639
train,Banseok01_Snow_00047649
train,Banseok01_Snow_00047659
train,Banseok01_Snow_00047664
train,Banseok01_Snow_00047669
train,Banseok01_Snow_00047679
train,Banseok01_Snow_00047684
train,Banseok01_Snow_00047689
train,Banseok01_Snow_00047704
train,Banseok01_Snow_00047709
train,Banseok01_Snow_00047719
train,Banseok01_Snow_00047724
train,Banseok01_Snow_00047729
train,Banseok01_Snow_00047734
train,Banseok01_Snow_00047739
train,Banseok01_Snow_00047744
train,Banseok01_Snow_00047749
train,Banseok01_Snow_00047754
train,Banseok01_Snow_00047764
train,Banseok01_Snow_00047769
train,Banseok01_Snow_00047774
train,Banseok01_Snow_00047779
train,Banseok01_Snow_00047789
train,Banseok01_Snow_00047804
train,Banseok01_Snow_00047809
train,Banseok01_Snow_00047814
train,Banseok01_Snow_00047819
train,Banseok01_Snow_00047824
train,Banseok01_Snow_00047829
train,Banseok01_Snow_00047834
train,Banseok01_Snow_00047839
train,Banseok01_Snow_00047844
train,Banseok01_Snow_00047849
train,Banseok01_Snow_00047854
train,Banseok01_Snow_00047859
train,Banseok01_Snow_00047864
train,Banseok01_Snow_00047869
train,Banseok01_Snow_00047874
train,Banseok01_Snow_00047884
train,Banseok01_Snow_00047894
train,Banseok01_Snow_00047899
train,Banseok01_Snow_00047904
train,Banseok01_Snow_00047909
train,Banseok01_Snow_00047914
train,Banseok01_Snow_00047919
train,Banseok01_Snow_00047924
train,Banseok01_Snow_00047929
train,Banseok01_Snow_00047934
train,Banseok01_Snow_00047949
train,Banseok01_Snow_00047959
train,Banseok01_Snow_00047964
train,Banseok01_Snow_00047974
train,Banseok01_Snow_00047979
train,Banseok01_Snow_00047984
train,Banseok01_Snow_00047989
train,Banseok01_Snow_00047994
train,Banseok01_Snow_00047999
train,Banseok01_Snow_00048009
train,Banseok01_Snow_00048014
train,Banseok01_Snow_00048019
train,Banseok01_Snow_00048024
train,Banseok01_Snow_00048029
train,Banseok01_Snow_00048034
train,Banseok01_Snow_00048039
train,Banseok01_Snow_00048044
train,Banseok01_Snow_00048049
train,Banseok01_Snow_00048054
train,Banseok01_Snow_00048059
train,Banseok01_Snow_00048064
train,Banseok01_Snow_00048069
train,Banseok01_Snow_00048074
train,Banseok01_Snow_00048084
train,Banseok01_Snow_00048089
train,Banseok01_Snow_00048099
train,Banseok01_Snow_00048104
train,Banseok01_Snow_00048109
train,Banseok01_Snow_00048114
train,Banseok01_Snow_00048119
train,Banseok01_Snow_00048124
train,Banseok01_Snow_00048129
train,Banseok01_Snow_00048139
train,Banseok01_Snow_00048144
train,Banseok01_Snow_00048149
train,Banseok01_Snow_00048159
train,Banseok01_Snow_00048164
train,Banseok01_Snow_00048169
train,Banseok01_Snow_00048174
train,Banseok01_Snow_00048179
train,Banseok01_Snow_00048204
train,Banseok01_Snow_00048219
train,Banseok01_Snow_00048224
train,Banseok01_Snow_00048229
train,Banseok01_Snow_00048234
train,Banseok01_Snow_00048239
train,Banseok01_Snow_00048244
train,Banseok01_Snow_00048249
train,Banseok01_Snow_00048254
train,Banseok01_Snow_00048259
train,Banseok01_Snow_00048264
train,Banseok01_Snow_00048269
train,Banseok01_Snow_00048279
train,Banseok01_Snow_00048284
train,Banseok01_Snow_00048294
train,Banseok01_Snow_00048299
train,Banseok01_Snow_00048304
train,Banseok01_Snow_00048309
train,Banseok01_Snow_00048314
train,Banseok01_Snow_00048364
train,Banseok01_Snow_00048374
train,Banseok01_Snow_00048379
train,Banseok01_Snow_00048384
train,Banseok01_Snow_00048389
train,Banseok01_Snow_00048394
train,Banseok01_Snow_00048399
train,Banseok01_Snow_00048404
train,Banseok01_Snow_00048409
train,Banseok01_Snow_00048414
train,Banseok01_Snow_00048424
train,Banseok01_Snow_00048429
train,Banseok01_Snow_00048434
train,Banseok01_Snow_00048439
train,Banseok01_Snow_00048444
train,Banseok01_Snow_00048449
train,Banseok01_Snow_00048454
train,Banseok01_Snow_00048459
train,Banseok01_Snow_00048464
train,Banseok01_Snow_00048469
train,Banseok01_Snow_00048474
train,Banseok01_Snow_00048484
train,Banseok01_Snow_00048489
train,Banseok01_Snow_00048494
train,Banseok01_Snow_00048499
train,Banseok01_Snow_00048514
train,Banseok01_Snow_00048519
train,Banseok01_Snow_00048524
train,Banseok01_Snow_00048529
train,Banseok01_Snow_00048539
train,Banseok01_Snow_00048544
train,Banseok01_Snow_00048549
train,Banseok01_Snow_00048554
train,Banseok01_Snow_00048559
train,Banseok01_Snow_00048564
train,Banseok01_Snow_00048569
train,Banseok01_Snow_00048584
train,Banseok01_Snow_00048589
train,Banseok01_Snow_00048594
train,Banseok01_Snow_00048604
train,Banseok01_Snow_00048609
train,Banseok01_Snow_00048624
train,Banseok01_Snow_00048629
train,Banseok01_Snow_00048634
train,Banseok01_Snow_00048639
train,Banseok01_Snow_00048644
train,Banseok01_Snow_00048649
train,Banseok01_Snow_00048654
train,Banseok01_Snow_00048659
train,Banseok01_Snow_00048664
train,Banseok01_Snow_00048674
train,Banseok01_Snow_00048679
train,Banseok01_Snow_00048684
train,Banseok01_Snow_00048689
train,Banseok01_Snow_00048699
train,Banseok01_Snow_00048704
train,Banseok01_Snow_00048709
train,Banseok01_Snow_00048724
train,Banseok01_Snow_00048729
train,Banseok01_Snow_00048734
train,Banseok01_Snow_00048739
train,Banseok01_Snow_00048744
train,Banseok01_Snow_00048749
train,Banseok01_Snow_00048754
train,Banseok01_Snow_00048759
train,Banseok01_Snow_00048764
train,Banseok01_Snow_00048769
train,Banseok01_Snow_00048774
train,Banseok01_Snow_00048784
train,Banseok01_Snow_00048789
train,Banseok01_Snow_00048794
train,Banseok01_Snow_00048799
train,Banseok01_Snow_00048809
train,Banseok01_Snow_00048814
train,Banseok01_Snow_00048824
train,Banseok01_Snow_00048829
train,Banseok01_Snow_00048834
train,Banseok01_Snow_00048839
train,Banseok01_Snow_00048844
train,Banseok01_Snow_00048849
train,Banseok01_Snow_00048859
train,Banseok01_Snow_00048869
train,Banseok01_Snow_00048874
train,Banseok01_Snow_00048879
train,Banseok01_Snow_00048889
train,Banseok01_Snow_00048894
train,Banseok01_Snow_00048899
train,Banseok01_Snow_00048904
train,Banseok01_Snow_00048909
train,Banseok01_Snow_00048914
train,Banseok01_Snow_00048919
train,Banseok01_Snow_00048924
train,Banseok01_Snow_00048929
train,Banseok01_Snow_00048934
train,Banseok01_Snow_00048944
train,Banseok01_Snow_00048949
train,Banseok01_Snow_00048954
train,Banseok01_Snow_00048959
train,Banseok01_Snow_00048969
train,Banseok01_Snow_00048974
train,Banseok01_Snow_00048984
train,Banseok01_Snow_00048989
train,Banseok01_Snow_00048999
train,Banseok01_Snow_00049004
train,Banseok01_Snow_00049009
train,Banseok01_Snow_00049014
train,Banseok01_Snow_00049019
train,Banseok01_Snow_00049029
train,Banseok01_Snow_00049034
train,Banseok01_Snow_00049044
train,Banseok01_Snow_00049049
train,Banseok01_Snow_00049054
train,Banseok01_Snow_00049059
train,Banseok01_Snow_00049064
train,Banseok01_Snow_00049074
train,Banseok01_Snow_00049079
train,Banseok01_Snow_00049089
train,Banseok01_Snow_00049094
train,Banseok01_Snow_00049099
train,Banseok01_Snow_00049104
train,Banseok01_Snow_00049109
train,Banseok01_Snow_00049114
train,Banseok01_Snow_00049119
train,Banseok01_Snow_00049124
train,Banseok01_Snow_00049129
train,Banseok01_Snow_00049144
train,Banseok01_Snow_00049154
train,Banseok01_Snow_00049159
train,Banseok01_Snow_00049169
train,Banseok01_Snow_00049174
train,Banseok01_Snow_00049179
train,Banseok01_Snow_00049184
train,Banseok01_Snow_00049189
train,Banseok01_Snow_00049199
train,Banseok01_Snow_00049204
train,Banseok01_Snow_00049209
train,Banseok01_Snow_00049214
train,Banseok01_Snow_00049219
train,Banseok01_Snow_00049224
train,Banseok01_Snow_00049229
train,Banseok01_Snow_00049234
train,Banseok01_Snow_00049239
train,Banseok01_Snow_00049244
train,Banseok01_Snow_00049254
train,Banseok01_Snow_00049259
train,Banseok01_Snow_00049264
train,Banseok01_Snow_00049269
train,Banseok01_Snow_00049274
train,Banseok01_Snow_00049279
train,Banseok01_Snow_00049289
train,Banseok01_Snow_00049299
train,Banseok01_Snow_00049309
train,Banseok01_Snow_00049314
train,Banseok01_Snow_00049319
train,Banseok01_Snow_00049329
train,Banseok01_Snow_00049339
train,Banseok01_Snow_00049344
train,Banseok01_Snow_00049354
train,Banseok01_Snow_00049359
train,Banseok01_Snow_00049369
train,Banseok01_Snow_00049379
train,Banseok01_Snow_00049389
train,Banseok01_Snow_00049394
train,Banseok01_Snow_00049399
train,Banseok01_Snow_00049404
train,Banseok01_Snow_00049409
train,Banseok01_Snow_00049414
train,Banseok01_Snow_00049419
train,Banseok01_Snow_00049424
train,Banseok01_Snow_00049429
train,Banseok01_Snow_00049434
train,Banseok01_Snow_00049439
train,Banseok01_Snow_00049444
train,Banseok01_Snow_00049449
train,Banseok01_Snow_00049454
train,Banseok01_Snow_00049459
train,Banseok01_Snow_00049464
train,Banseok01_Snow_00049469
train,Banseok01_Snow_00049474
train,Banseok01_Snow_00049479
train,Banseok01_Snow_00049484
train,Banseok01_Snow_00049489
train,Banseok01_Snow_00049499
train,Banseok01_Snow_00049509
train,Banseok01_Snow_00049514
train,Banseok01_Snow_00049524
train,Banseok01_Snow_00049544
train,Banseok01_Snow_00049549
train,Banseok01_Snow_00049559
train,Banseok01_Snow_00049564
train,Banseok01_Snow_00049569
train,Banseok01_Snow_00049574
train,Banseok01_Snow_00049579
train,Banseok01_Snow_00049584
train,Banseok01_Snow_00049589
train,Banseok01_Snow_00049594
train,Banseok01_Snow_00049599
train,Banseok01_Snow_00049604
train,Banseok01_Snow_00049609
train,Banseok01_Snow_00049614
train,Banseok01_Snow_00049619
train,Banseok01_Snow_00049629
train,Banseok01_Snow_00049644
train,Banseok01_Snow_00049654
train,Banseok01_Snow_00049659
train,Banseok01_Snow_00049664
train,Banseok01_Snow_00049669
train,Banseok01_Snow_00049674
train,Banseok01_Snow_00049679
train,Banseok01_Snow_00049689
train,Banseok01_Snow_00049694
train,Banseok01_Snow_00049704
train,Banseok01_Snow_00049709
train,Banseok01_Snow_00049714
train,Banseok01_Snow_00049719
train,Banseok01_Snow_00049724
train,Banseok01_Snow_00049729
train,Banseok01_Snow_00049734
train,Banseok01_Snow_00049739
train,Banseok01_Snow_00049744
train,Banseok01_Snow_00049749
train,Banseok01_Snow_00049754
train,Banseok01_Snow_00049759
train,Banseok01_Snow_00049764
train,Banseok01_Snow_00049769
train,Banseok01_Snow_00049774
train,Banseok01_Snow_00049779
train,Banseok01_Snow_00049784
train,Banseok01_Snow_00049789
train,Banseok01_Snow_00049794
train,Banseok01_Snow_00049799
train,Banseok01_Snow_00049804
train,Banseok01_Snow_00049809
train,Banseok01_Snow_00049814
train,Banseok01_Snow_00049819
train,Banseok01_Snow_00049824
train,Banseok01_Snow_00049829
train,Banseok01_Snow_00049834
train,Banseok01_Snow_00049839
train,Banseok01_Snow_00049849
train,Banseok01_Snow_00049854
train,Banseok01_Snow_00049864
train,Banseok01_Snow_00049869
train,Banseok01_Snow_00049879
train,Banseok01_Snow_00049884
train,Banseok01_Snow_00049899
train,Banseok01_Snow_00049904
train,Banseok01_Snow_00049909
train,Banseok01_Snow_00049919
train,Banseok01_Snow_00049924
train,Banseok01_Snow_00049934
train,Banseok01_Snow_00049939
train,Banseok01_Snow_00049949
train,Banseok01_Snow_00049954
train,Banseok01_Snow_00049959
train,Banseok01_Snow_00049964
train,Banseok01_Snow_00049969
train,Banseok01_Snow_00049974
train,Banseok01_Snow_00049979
train,Banseok01_Snow_00049984
train,Banseok01_Snow_00049989
train,Banseok01_Snow_00049994
train,Banseok01_Snow_00049999
train,Banseok01_Snow_00050004
train,Banseok01_Snow_00050009
train,Banseok01_Snow_00050014
train,Banseok01_Snow_00050024
train,Banseok01_Snow_00050029
train,Banseok01_Snow_00050034
train,Banseok01_Snow_00050044
train,Banseok01_Snow_00050059
train,Banseok01_Snow_00050064
train,Banseok01_Snow_00050069
train,Banseok01_Snow_00050074
train,Banseok01_Snow_00050079
train,Banseok01_Snow_00050084
train,Banseok01_Snow_00050094
train,Banseok01_Snow_00050099
train,Banseok01_Snow_00050104
train,Banseok01_Snow_00050109
train,Banseok01_Snow_00050114
train,Banseok01_Snow_00050119
train,Banseok01_Snow_00050124
train,Banseok01_Snow_00050129
train,Banseok01_Snow_00050134
train,Banseok01_Snow_00050139
train,Banseok01_Snow_00050149
train,Banseok01_Snow_00050154
train,Banseok01_Snow_00050164
train,Banseok01_Snow_00050174
train,Banseok01_Snow_00050179
train,Banseok01_Snow_00050184
train,Banseok01_Snow_00050194
train,Banseok01_Snow_00050199
train,Banseok01_Snow_00050204
train,Banseok01_Snow_00050209
train,Banseok01_Snow_00050214
train,Banseok01_Snow_00050219
train,Banseok01_Snow_00050229
train,Banseok01_Snow_00050234
train,Banseok01_Snow_00050244
train,Banseok01_Snow_00050249
train,Banseok01_Snow_00050254
train,Banseok01_Snow_00050259
train,Banseok01_Snow_00050264
train,Banseok01_Snow_00050269
train,Banseok01_Snow_00050284
train,Banseok01_Snow_00050289
train,Banseok01_Snow_00050294
train,Banseok01_Snow_00050299
train,Banseok01_Snow_00050304
train,Banseok01_Snow_00050309
train,Banseok01_Snow_00050314
train,Banseok01_Snow_00050319
train,Banseok01_Snow_00050324
train,Banseok01_Snow_00050329
train,Banseok01_Snow_00050339
train,Banseok01_Snow_00050344
train,Banseok01_Snow_00050349
train,Banseok01_Snow_00050359
train,Banseok01_Snow_00050364
train,Banseok01_Snow_00050374
train,Banseok01_Snow_00050379
train,Banseok01_Snow_00050384
train,Banseok01_Snow_00050389
train,Banseok01_Snow_00050394
train,Banseok01_Snow_00050399
train,Banseok01_Snow_00050404
train,Banseok01_Snow_00050409
train,Banseok01_Snow_00050414
train,Banseok01_Snow_00050419
train,Banseok01_Snow_00050424
train,Banseok01_Snow_00050429
train,Banseok01_Snow_00050434
train,Banseok01_Snow_00050439
train,Banseok01_Snow_00050449
train,Banseok01_Snow_00050459
train,Banseok01_Snow_00050464
train,Banseok01_Snow_00050469
train,Banseok01_Snow_00050474
train,Banseok01_Snow_00050484
train,Banseok01_Snow_00050494
train,Banseok01_Snow_00050499
train,Banseok01_Snow_00050504
train,Banseok01_Snow_00050509
train,Banseok01_Snow_00050514
train,Banseok01_Snow_00050519
train,Banseok01_Snow_00050524
train,Banseok01_Snow_00050529
train,Banseok01_Snow_00050534
train,Banseok01_Snow_00050539
train,Banseok01_Snow_00050549
train,Banseok01_Snow_00050559
train,Banseok01_Snow_00050564
train,Banseok01_Snow_00050579
train,Banseok01_Snow_00050584
train,Banseok01_Snow_00050589
train,Banseok01_Snow_00050594
train,Banseok01_Snow_00050599
train,Banseok01_Snow_00050604
train,Banseok01_Snow_00050609
train,Banseok01_Snow_00050614
train,Banseok01_Snow_00050619
train,Banseok01_Snow_00050624
train,Banseok01_Snow_00050629
train,Banseok01_Snow_00050634
train,Banseok01_Snow_00050639
train,Banseok01_Snow_00050644
train,Banseok01_Snow_00050649
train,Banseok01_Snow_00050659
train,Banseok01_Snow_00050664
train,Banseok01_Snow_00050669
train,Banseok01_Snow_00050674
train,Banseok01_Snow_00050684
train,Banseok01_Snow_00050689
train,Banseok01_Snow_00050694
train,Banseok01_Snow_00050699
train,Banseok01_Snow_00050704
train,Banseok01_Snow_00050709
train,Banseok01_Snow_00050714
train,Banseok01_Snow_00050719
train,Banseok01_Snow_00050724
train,Banseok01_Snow_00050729
train,Banseok01_Snow_00050734
train,Banseok01_Snow_00050739
train,Banseok01_Snow_00050744
train,Banseok01_Snow_00050749
train,Banseok01_Snow_00050754
train,Banseok01_Snow_00050764
train,Banseok01_Snow_00050769
train,Banseok01_Snow_00050774
train,Banseok01_Snow_00050779
train,Banseok01_Snow_00050784
train,Banseok01_Snow_00050789
train,Banseok01_Snow_00050794
train,Banseok01_Snow_00050799
train,Banseok01_Snow_00050804
train,Banseok01_Snow_00050809
train,Banseok01_Snow_00050814
train,Banseok01_Snow_00050819
train,Banseok01_Snow_00050834
train,Banseok01_Snow_00050844
train,Banseok01_Snow_00050849
train,Banseok01_Snow_00050854
train,Banseok01_Snow_00050869
train,Banseok01_Snow_00050874
train,Banseok01_Snow_00050879
train,Banseok01_Snow_00050884
train,Banseok01_Snow_00050889
train,Banseok01_Snow_00050899
train,Banseok01_Snow_00050904
train,Banseok01_Snow_00050909
train,Banseok01_Snow_00050919
train,Banseok01_Snow_00050924
train,Banseok01_Snow_00050929
train,Banseok01_Snow_00050934
train,Banseok01_Snow_00050939
train,Banseok01_Snow_00050944
train,Banseok01_Snow_00050949
train,Banseok01_Snow_00050959
train,Banseok01_Snow_00050964
train,Banseok01_Snow_00050969
train,Banseok01_Snow_00050974
train,Banseok01_Snow_00050984
train,Banseok01_Snow_00050989
train,Banseok01_Snow_00050999
train,Banseok01_Snow_00051009
train,Banseok01_Snow_00051014
train,Banseok01_Snow_00051019
train,Banseok01_Snow_00051024
train,Banseok01_Snow_00051029
train,Banseok01_Snow_00051034
train,Banseok01_Snow_00051039
train,Banseok01_Snow_00051044
train,Banseok01_Snow_00051049
train,Banseok01_Snow_00051054
train,Banseok01_Snow_00051059
train,Banseok01_Snow_00051069
train,Banseok01_Snow_00051074
train,Banseok01_Snow_00051079
train,Banseok01_Snow_00051084
